Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,predict,real
45,0,2,5,3,2,1,37,6,2,2,6091.0,0,6091.0,0.56,3340,60,0.579,0.0,1,1,1
37,1,3,2,3,3,1,25,5,0,3,1438.3,0,1438.3,1.023,5046,77,0.925,0.0,1,1,1
37,1,1,2,3,6,1,17,1,1,3,34516.0,0,34516.0,0.7759999999999999,14127,116,0.731,0.0,1,1,1
44,1,4,2,3,5,2,25,3,1,1,34516.0,1984,32532.0,0.7340000000000001,14335,116,0.758,0.057,1,1,1
60,1,1,7,3,6,1,50,6,1,2,21697.0,2144,19553.0,0.654,2117,48,0.655,0.099,1,1,1
50,1,3,4,0,5,1,37,1,3,2,27186.0,0,27186.0,0.504,1704,34,0.478,0.0,0,1,0
55,0,0,2,0,1,1,39,4,3,3,11249.0,2012,9237.0,0.659,3882,55,0.964,0.179,1,1,1
60,1,0,2,3,3,1,54,3,3,3,13035.0,1285,11750.0,0.7609999999999999,14585,97,0.98,0.099,1,1,1
53,0,4,5,3,3,1,36,3,2,3,4753.0,2472,2281.0,1.274,2242,49,0.815,0.52,1,1,1
56,0,3,4,1,2,1,46,1,3,3,2272.0,1350,922.0,0.762,2354,49,0.96,0.594,0,1,0
36,0,4,4,3,2,1,36,6,4,1,2466.0,1750,716.0,0.774,5005,76,0.767,0.71,1,1,1
48,0,3,5,0,2,1,36,4,2,2,6182.0,1131,5051.0,0.5660000000000001,3546,63,0.615,0.183,1,1,1
65,0,1,1,1,1,1,46,3,3,2,1438.3,0,1438.3,0.907,4022,61,0.649,0.0,1,1,1
55,0,0,5,3,2,1,36,6,2,4,3615.0,1699,1916.0,0.5760000000000001,1967,40,0.5379999999999999,0.47,1,1,1
50,1,1,5,3,6,1,43,4,5,3,20958.0,0,20958.0,0.769,4425,78,0.696,0.0,1,1,1
49,1,5,5,1,4,1,42,2,1,3,7801.0,2018,5783.0,0.684,7561,91,0.685,0.259,1,1,1
39,0,0,4,3,2,1,30,3,2,3,1978.0,871,1107.0,0.636,4299,59,0.8440000000000001,0.44,1,1,1
32,1,0,4,1,4,1,16,2,3,2,21551.0,0,21551.0,0.536,14950,94,0.843,0.0,1,1,1
48,1,3,5,3,3,1,30,3,1,3,3235.0,2517,718.0,1.091,1637,43,0.87,0.778,1,1,1
38,1,3,1,1,5,1,30,5,1,3,3642.0,724,2918.0,0.68,4517,79,0.8370000000000001,0.199,1,1,1
46,0,5,3,3,1,1,35,3,1,3,4163.0,0,4163.0,0.743,4763,76,0.8540000000000001,0.0,1,1,1
49,0,3,5,1,2,1,36,4,5,1,2285.0,1931,354.0,0.69,4944,78,0.66,0.845,1,1,1
48,0,3,6,3,1,1,37,2,1,3,7469.0,2474,4995.0,0.674,8213,86,0.623,0.331,1,1,1
51,1,2,6,3,6,1,45,5,2,1,3173.0,2517,656.0,0.708,4030,73,0.622,0.7929999999999999,1,1,1
57,1,2,6,2,4,1,51,2,3,3,5479.0,1200,4279.0,0.7979999999999999,7960,86,0.458,0.219,1,1,1
53,1,3,3,3,6,1,44,5,6,4,14057.0,1655,12402.0,0.6759999999999999,2073,60,0.333,0.118,1,1,1
56,0,2,4,3,2,1,46,5,3,3,3119.0,1778,1341.0,1.01,4168,63,0.853,0.57,1,1,1
48,0,2,4,3,2,1,44,5,1,3,4570.0,2439,2131.0,0.693,1520,34,0.7,0.534,1,1,1
46,0,2,5,1,2,1,40,4,2,4,1438.3,639,799.3,0.768,4427,85,0.735,0.444,1,1,1
39,1,3,5,1,6,1,36,4,2,2,34516.0,0,34516.0,0.754,3572,55,0.667,0.0,1,1,1
41,0,3,4,1,3,1,22,5,0,2,2577.0,1582,995.0,0.6970000000000001,4734,75,0.596,0.614,1,1,1
44,0,5,3,0,1,1,33,4,3,2,13349.0,0,13349.0,0.882,3534,78,0.902,0.0,1,1,1
58,0,2,2,3,2,1,45,3,3,4,1942.0,1536,406.0,0.615,1371,38,0.407,0.7909999999999999,1,1,1
29,0,1,3,1,2,1,23,3,1,2,3318.0,927,2391.0,0.934,3011,83,0.804,0.279,1,1,1
48,0,3,4,3,2,1,36,4,1,2,2544.0,0,2544.0,0.759,3593,64,1.0,0.0,1,1,1
50,1,1,5,1,5,2,43,6,3,3,34516.0,432,34084.0,0.807,9045,72,1.0,0.013,0,1,0
49,1,3,1,0,6,1,44,5,2,2,21620.0,2008,19612.0,0.691,1300,33,0.5,0.093,1,1,1
46,1,5,2,1,4,1,33,4,1,3,3135.0,0,3135.0,0.5720000000000001,4116,68,0.7,0.0,1,1,1
62,1,1,5,1,4,1,49,3,3,2,21805.0,1777,20028.0,0.519,4694,79,0.411,0.081,1,1,1
45,0,3,4,1,1,1,33,5,3,4,4345.0,2198,2147.0,0.465,1918,31,0.292,0.506,0,1,0
47,0,2,3,1,2,1,41,1,1,2,3108.0,1978,1130.0,0.917,14965,127,0.716,0.636,1,1,1
56,1,1,5,3,5,1,44,3,1,0,9078.0,1501,7577.0,0.51,1543,34,0.545,0.165,1,1,1
44,0,3,5,3,1,1,36,4,2,3,21242.0,819,20423.0,0.499,1283,37,0.542,0.039,1,1,1
48,0,3,3,0,2,1,37,1,2,3,1438.3,0,1438.3,0.584,4236,83,0.8440000000000001,0.0,1,1,1
32,1,0,3,3,4,1,13,3,3,4,14308.0,1889,12419.0,1.053,1659,39,1.167,0.132,1,1,1
44,1,3,5,1,4,1,39,6,2,2,7532.0,0,7532.0,0.476,3550,68,0.619,0.0,1,1,1
31,0,0,5,3,2,1,22,3,3,2,2917.0,2127,790.0,1.074,1831,36,1.0,0.7290000000000001,1,1,1
45,0,4,1,1,2,3,36,6,1,3,15987.0,1648,14339.0,0.732,1436,36,1.25,0.103,1,1,1
38,0,3,3,3,3,1,27,2,3,3,2363.0,2033,330.0,0.498,3904,66,0.61,0.86,1,1,1
49,0,3,5,0,3,1,36,6,1,2,3088.0,1477,1611.0,0.748,5095,77,0.833,0.478,1,1,1
49,0,3,2,3,2,1,36,5,3,4,1438.3,0,1438.3,0.929,4205,88,0.66,0.0,1,1,1
45,1,3,6,2,4,1,37,6,3,3,2751.0,2432,319.0,0.905,4453,75,0.923,0.884,1,1,1
44,0,4,5,3,1,1,34,6,4,2,2105.0,0,2105.0,0.6559999999999999,4190,67,0.914,0.0,1,1,1
49,1,1,1,1,6,1,40,5,3,1,34516.0,0,34516.0,0.759,3230,64,0.561,0.0,1,1,1
51,0,2,5,1,2,1,46,3,3,3,2429.0,1250,1179.0,0.983,4761,99,0.7070000000000001,0.515,1,1,1
39,0,1,3,3,1,1,36,1,3,2,2751.0,1158,1593.0,0.821,4861,82,0.8220000000000001,0.421,1,1,1
46,1,2,3,3,3,1,40,3,3,0,3981.0,0,3981.0,0.626,14340,114,0.7809999999999999,0.0,1,1,1
46,0,3,3,1,2,1,36,2,2,3,6218.0,2517,3701.0,0.716,7689,84,0.68,0.405,1,1,1
65,0,1,1,1,1,1,36,5,1,2,5018.0,1131,3887.0,0.624,4028,81,0.8,0.225,1,1,1
50,1,2,4,3,6,1,36,3,2,3,3390.0,2385,1005.0,0.6559999999999999,4128,73,0.698,0.7040000000000001,1,1,1
46,0,4,5,1,2,1,36,2,3,3,2881.0,2450,431.0,0.629,2450,49,0.531,0.85,0,1,0
42,0,3,1,3,2,1,36,2,3,3,2515.0,1453,1062.0,0.649,4025,74,0.805,0.578,1,1,1
45,0,4,7,0,1,2,39,4,1,2,34516.0,1298,33218.0,0.757,1906,39,0.773,0.038,1,1,1
41,1,3,3,3,3,1,33,4,2,1,4470.0,680,3790.0,1.608,931,18,1.571,0.152,1,1,1
38,1,1,3,1,4,1,28,2,2,2,21906.0,0,21906.0,0.696,15349,119,0.7,0.0,1,1,1
53,1,3,3,3,6,1,47,5,1,3,19081.0,2431,16650.0,0.37,1536,31,0.476,0.127,1,1,1
40,0,2,5,0,2,1,29,5,1,2,2636.0,1953,683.0,0.916,4584,70,0.591,0.741,1,1,1
55,0,1,4,0,2,1,36,4,2,4,1928.0,1125,803.0,0.911,2190,30,0.667,0.584,1,1,1
48,0,3,3,1,2,1,28,4,2,1,2944.0,753,2191.0,0.7070000000000001,3457,61,0.848,0.256,1,1,1
52,1,2,5,0,4,1,40,4,1,3,7215.0,0,7215.0,0.8290000000000001,4409,75,0.974,0.0,1,1,1
50,1,2,3,0,4,1,41,6,2,2,3244.0,1762,1482.0,0.6609999999999999,1274,32,1.0,0.5429999999999999,1,1,1
36,0,5,1,1,2,1,24,3,1,1,2980.0,2093,887.0,0.522,4132,70,0.667,0.7020000000000001,1,1,1
52,1,1,2,3,5,1,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987,0,1,0
34,1,3,4,3,5,1,28,3,1,3,24765.0,1999,22766.0,1.013,1544,36,0.7140000000000001,0.081,1,1,1
40,0,4,5,1,2,1,30,4,2,2,2558.0,0,2558.0,0.728,4635,82,0.64,0.0,1,1,1
48,1,4,5,3,5,1,36,1,2,3,27984.0,1793,26191.0,0.754,8147,81,0.588,0.064,1,1,1
56,0,2,2,3,3,1,44,6,1,2,4439.0,1513,2926.0,0.752,4532,95,0.696,0.341,1,1,1
35,0,2,1,3,3,1,15,4,2,1,1438.3,834,604.3,0.684,4551,82,0.64,0.58,1,1,1
51,0,0,3,3,2,1,35,5,3,4,3132.0,1815,1317.0,1.018,3607,60,0.935,0.58,1,1,1
54,0,2,4,3,2,1,43,3,4,1,2573.0,1760,813.0,0.6759999999999999,4404,93,0.8240000000000001,0.684,1,1,1
47,0,3,3,3,1,1,43,4,3,2,13473.0,1335,12138.0,0.8140000000000001,1593,46,0.484,0.099,1,1,1
31,1,0,5,3,3,1,21,3,3,0,2158.0,1729,429.0,1.1,1718,42,0.448,0.8009999999999999,1,1,1
40,1,3,6,3,5,1,36,5,3,2,20371.0,1832,18539.0,0.907,1665,45,0.8,0.09,1,1,1
33,1,3,3,3,3,1,23,1,2,3,6392.0,1429,4963.0,0.682,4069,66,0.737,0.224,1,1,1
54,1,3,4,1,3,1,42,1,2,1,5608.0,1775,3833.0,0.522,4325,77,0.75,0.317,1,1,1
47,1,4,2,3,5,1,40,5,2,4,21148.0,1746,19402.0,0.853,3370,69,0.769,0.083,1,1,1
59,1,1,3,1,4,1,51,6,2,4,8973.0,1300,7673.0,0.568,4699,72,0.7140000000000001,0.145,1,1,1
57,1,2,3,1,4,1,36,2,3,3,6024.0,1532,4492.0,0.867,15763,97,0.83,0.254,1,1,1
39,1,2,3,1,6,1,22,5,2,2,26124.0,0,26124.0,0.735,4199,92,0.586,0.0,1,1,1
49,0,3,4,3,2,1,29,6,1,2,2548.0,1998,550.0,0.679,4702,79,0.927,0.784,1,1,1
46,1,3,3,0,5,1,35,5,3,2,2570.0,1764,806.0,0.7859999999999999,4442,85,0.7709999999999999,0.6859999999999999,1,1,1
40,0,2,6,3,3,1,25,2,2,4,3795.0,2517,1278.0,0.563,1633,32,0.778,0.6629999999999999,0,1,0
49,0,2,3,2,3,1,33,4,2,1,7231.0,2517,4714.0,0.865,3912,67,0.763,0.348,1,1,1
38,1,3,2,3,4,1,18,6,3,4,3417.0,1749,1668.0,0.57,2068,34,0.619,0.512,1,1,1
50,1,0,1,2,4,1,36,3,3,2,5444.0,2499,2945.0,0.468,4509,80,0.667,0.459,1,1,1
47,1,2,2,3,5,1,41,1,2,1,13356.0,1497,11859.0,0.753,8963,105,0.6940000000000001,0.112,1,1,1
38,0,2,5,1,1,1,31,2,3,2,14041.0,2154,11887.0,1.084,1467,29,1.4169999999999998,0.153,1,1,1
41,1,2,1,1,5,1,34,3,3,1,19110.0,2449,16661.0,1.0,4478,76,0.727,0.128,1,1,1
46,1,4,1,3,5,1,39,3,3,2,34516.0,289,34227.0,0.95,8964,76,1.054,0.008,0,1,0
65,0,1,1,3,1,1,53,5,3,2,15965.0,2312,13653.0,0.59,1619,40,0.5379999999999999,0.145,1,1,1
45,1,3,1,1,5,1,37,6,2,2,10651.0,672,9979.0,0.767,2073,54,0.5429999999999999,0.063,1,1,1
38,1,2,3,3,6,1,29,4,1,2,2818.0,1656,1162.0,1.404,2916,45,0.957,0.588,1,1,1
31,1,1,4,3,5,1,36,4,3,3,4260.0,1775,2485.0,1.239,2109,52,0.625,0.417,1,1,1
42,0,3,3,1,3,1,30,4,2,3,10136.0,0,10136.0,0.428,4429,78,0.472,0.0,1,1,1
46,1,2,2,1,6,1,33,6,2,3,34516.0,676,33840.0,0.8140000000000001,3508,58,0.871,0.02,1,1,1
49,0,5,2,1,2,1,39,3,2,2,1993.0,0,1993.0,0.539,4075,76,0.6890000000000001,0.0,1,1,1
53,0,3,2,2,2,1,43,5,1,2,2383.0,1516,867.0,0.857,4917,78,0.95,0.636,1,1,1
45,0,2,2,2,3,2,40,5,2,2,15785.0,1174,14611.0,0.732,8097,105,0.8420000000000001,0.07400000000000001,1,1,1
32,1,2,5,3,3,1,22,3,3,5,4739.0,0,4739.0,0.363,886,21,0.4,0.0,0,0,0
40,0,4,1,1,2,1,32,6,1,1,2594.0,2159,435.0,0.792,3872,71,0.511,0.8320000000000001,1,1,1
47,1,2,1,1,4,1,34,3,3,2,2048.0,1599,449.0,0.613,4855,88,0.872,0.7809999999999999,1,1,1
40,1,2,5,3,3,1,31,6,1,2,6500.0,2025,4475.0,0.6559999999999999,4738,82,0.6729999999999999,0.312,1,1,1
51,0,1,3,3,2,1,40,4,1,1,5158.0,2190,2968.0,0.426,1229,34,0.478,0.425,1,1,1
39,1,4,1,1,6,2,26,6,2,2,34516.0,2517,31999.0,0.887,1689,42,1.1,0.073,1,1,1
59,0,0,5,2,2,1,49,6,2,3,2228.0,1502,726.0,0.7190000000000001,3922,75,1.027,0.674,1,1,1
58,0,0,2,0,1,1,36,1,2,3,3736.0,2209,1527.0,0.98,15886,118,0.662,0.591,1,1,1
34,1,2,3,3,6,1,21,3,3,3,6259.0,1063,5196.0,0.6679999999999999,1836,50,0.515,0.17,1,1,1
52,1,3,5,1,4,1,46,4,2,2,9357.0,1285,8072.0,0.6940000000000001,4173,77,0.711,0.13699999999999998,1,1,1
38,1,3,3,1,4,2,33,6,1,2,34516.0,1793,32723.0,0.767,4533,78,0.472,0.052000000000000005,1,1,1
51,0,2,2,3,3,1,36,6,3,3,3359.0,873,2486.0,0.785,4572,81,0.688,0.26,1,1,1
44,0,5,1,1,3,1,36,2,1,2,3891.0,1015,2876.0,0.755,5131,86,0.72,0.261,1,1,1
51,1,3,4,1,3,1,45,4,3,0,3272.0,1896,1376.0,0.725,4220,74,0.897,0.579,1,1,1
52,0,2,3,2,2,1,40,1,2,3,5240.0,2517,2723.0,0.78,14161,105,0.875,0.48,1,1,1
65,0,0,4,1,2,2,56,3,4,3,10885.0,1758,9127.0,0.8,2291,39,0.773,0.162,0,1,0
47,0,4,4,3,2,1,38,3,1,2,2633.0,1924,709.0,0.8059999999999999,3407,66,0.535,0.731,1,1,1
53,0,2,5,3,3,1,36,6,2,4,2956.0,1391,1565.0,0.698,2116,63,0.575,0.471,1,1,1
45,0,4,4,2,3,1,37,5,3,3,1438.3,0,1438.3,0.835,4459,66,0.833,0.0,1,1,1
48,0,3,3,0,2,1,37,4,2,1,2363.0,978,1385.0,0.662,2635,40,0.5379999999999999,0.414,0,1,0
51,1,1,2,3,5,1,42,6,2,2,25197.0,2517,22680.0,0.721,3002,58,0.812,0.1,1,1,1
39,1,2,6,1,3,1,31,6,3,3,3297.0,1761,1536.0,0.879,15580,120,0.7390000000000001,0.534,1,1,1
37,1,1,5,3,3,1,17,3,1,4,3350.0,0,3350.0,1.3159999999999998,2849,61,0.6940000000000001,0.0,1,1,1
57,1,0,5,3,5,1,52,4,6,4,2564.0,2379,185.0,0.358,1343,35,0.29600000000000004,0.928,1,1,1
62,1,0,2,1,4,1,50,5,2,2,14314.0,656,13658.0,0.8220000000000001,4355,70,0.667,0.046,1,1,1
43,1,2,3,1,5,1,36,6,2,0,14418.0,0,14418.0,1.043,3880,68,0.7,0.0,1,1,1
50,1,3,2,3,3,1,40,5,2,2,3469.0,0,3469.0,0.956,3680,80,0.951,0.0,1,1,1
48,0,3,7,3,1,1,44,4,3,3,2021.0,1186,835.0,0.616,4633,74,0.574,0.5870000000000001,1,1,1
48,1,4,1,3,5,1,36,5,3,0,5288.0,866,4422.0,0.8690000000000001,1777,42,0.75,0.16399999999999998,1,1,1
43,1,3,7,1,3,1,35,2,6,3,4970.0,1588,3382.0,0.669,4436,83,0.804,0.32,1,1,1
50,0,0,5,1,2,1,41,2,3,1,3423.0,0,3423.0,0.505,2229,45,0.406,0.0,0,0,0
52,0,3,1,1,1,1,36,3,1,2,10273.0,1657,8616.0,0.71,3778,70,0.591,0.161,1,1,1
43,1,3,5,0,5,1,30,3,1,4,3244.0,2260,984.0,0.711,2313,39,0.857,0.6970000000000001,1,1,1
26,0,2,3,1,1,1,13,5,0,3,5137.0,0,5137.0,0.6990000000000001,2496,49,0.581,0.0,1,1,1
38,1,2,2,3,5,1,33,3,1,4,20117.0,1226,18891.0,1.4,2906,58,1.0,0.061,1,1,1
54,0,4,3,3,2,1,36,3,5,3,1594.0,1411,183.0,0.8170000000000001,1459,35,1.188,0.885,1,1,1
56,0,1,3,3,2,1,43,3,1,1,5319.0,921,4398.0,0.866,15048,110,0.618,0.173,1,1,1
47,0,4,3,2,2,1,36,5,4,2,2776.0,1341,1435.0,0.7440000000000001,4318,68,0.943,0.483,1,1,1
44,0,2,4,1,3,1,33,4,2,3,4589.0,1240,3349.0,0.856,1637,61,0.906,0.27,1,1,1
43,1,1,4,3,5,1,23,5,2,1,14566.0,1045,13521.0,0.417,4480,77,0.7909999999999999,0.07200000000000001,1,1,1
55,0,1,1,3,2,1,46,5,1,4,2281.0,920,1361.0,0.5760000000000001,3968,66,0.833,0.403,1,1,1
34,0,1,5,3,3,1,27,3,1,3,2173.0,0,2173.0,0.922,4392,83,0.7659999999999999,0.0,1,1,1
39,1,4,5,1,4,3,34,3,3,2,34516.0,542,33974.0,0.866,3899,78,0.857,0.016,1,1,1
37,1,4,5,3,5,1,28,4,1,2,10021.0,1203,8818.0,0.93,1463,40,1.0,0.12,1,1,1
44,0,3,5,3,2,1,36,3,3,1,1699.0,0,1699.0,0.653,5495,87,0.642,0.0,1,1,1
56,1,1,2,2,6,1,36,1,1,2,3730.0,0,3730.0,0.732,13997,102,0.619,0.0,1,1,1
59,0,2,1,3,2,1,46,2,6,2,5218.0,1907,3311.0,0.797,4658,85,0.889,0.365,1,1,1
49,1,3,5,3,5,1,40,4,1,3,3660.0,766,2894.0,0.535,14515,122,0.848,0.209,1,1,1
48,1,4,5,3,4,1,37,2,2,1,18477.0,0,18477.0,0.7709999999999999,8695,95,0.583,0.0,1,1,1
52,0,3,3,3,2,1,36,4,2,3,2187.0,1094,1093.0,0.843,4222,61,0.649,0.5,1,1,1
48,1,3,5,1,5,1,30,4,2,3,4180.0,688,3492.0,0.747,3750,76,0.727,0.165,1,1,1
55,0,2,5,2,2,1,49,5,1,4,3949.0,2024,1925.0,0.667,3495,64,0.882,0.513,1,1,1
49,0,1,4,3,1,1,36,1,3,2,5039.0,2489,2550.0,0.875,4770,74,0.947,0.494,1,1,1
63,0,0,3,3,2,1,53,5,3,2,2271.0,1278,993.0,0.375,1550,33,0.65,0.563,1,1,1
54,0,3,3,3,2,1,36,5,1,4,3666.0,1739,1927.0,0.779,4735,84,0.826,0.474,1,1,1
31,1,2,1,1,5,1,24,6,3,3,34516.0,1180,33336.0,0.8009999999999999,2329,69,0.605,0.034,1,1,1
45,0,3,5,1,3,1,36,5,2,2,6274.0,883,5391.0,0.626,4726,82,0.708,0.141,1,1,1
45,0,5,5,1,2,1,34,5,1,0,8694.0,961,7733.0,0.551,1753,49,0.441,0.111,1,1,1
34,0,2,4,1,2,1,22,5,2,0,1695.0,761,934.0,0.797,4905,91,0.75,0.449,1,1,1
38,1,2,2,1,3,1,36,5,1,2,7756.0,1670,6086.0,0.78,1858,51,0.545,0.215,1,1,1
45,1,3,2,0,4,1,39,3,2,3,5996.0,865,5131.0,0.511,4542,77,0.481,0.14400000000000002,1,1,1
45,0,1,1,3,2,1,36,1,2,1,5087.0,2517,2570.0,0.765,4682,77,0.711,0.495,1,1,1
48,1,2,3,3,3,1,36,6,3,2,4207.0,1921,2286.0,0.7659999999999999,3850,75,0.562,0.457,1,1,1
50,1,3,5,1,4,1,38,4,1,1,10762.0,703,10059.0,0.5479999999999999,4509,71,0.5429999999999999,0.065,1,1,1
49,0,3,3,2,1,1,40,3,3,2,5267.0,0,5267.0,0.442,1353,24,0.263,0.0,1,0,1
59,0,0,1,3,2,1,47,5,3,2,7692.0,1678,6014.0,1.423,1861,42,0.5,0.218,1,1,1
52,1,3,5,1,5,1,47,1,3,3,25410.0,0,25410.0,0.5589999999999999,5472,70,0.591,0.0,1,1,1
55,0,2,4,3,2,1,36,6,3,4,2967.0,2129,838.0,1.075,2177,59,0.7879999999999999,0.718,1,1,1
49,0,2,2,3,1,1,41,3,5,2,3128.0,749,2379.0,0.598,4369,59,0.735,0.239,1,1,1
58,1,1,2,1,5,1,40,1,3,0,22104.0,1783,20321.0,0.805,13830,112,0.8059999999999999,0.081,1,1,1
49,0,4,1,2,2,1,43,5,1,2,3232.0,824,2408.0,0.7959999999999999,3915,74,0.644,0.255,1,1,1
54,0,2,5,3,1,1,44,2,3,3,3781.0,1692,2089.0,0.7909999999999999,2310,43,0.72,0.448,0,1,0
46,0,3,3,1,3,2,40,4,3,1,16239.0,1487,14752.0,0.531,3838,48,0.6,0.092,1,1,1
48,1,4,7,0,4,2,38,3,2,2,32658.0,1482,31176.0,0.941,2023,37,0.542,0.045,1,1,1
36,0,2,1,3,3,1,25,3,1,2,4789.0,1257,3532.0,1.134,1534,29,0.933,0.262,1,1,1
59,1,0,3,3,2,1,47,6,3,4,1479.0,787,692.0,0.865,2139,70,0.556,0.532,1,1,1
55,1,1,4,1,5,1,42,5,2,4,10696.0,1206,9490.0,0.958,2489,38,0.9,0.113,1,1,1
51,1,2,5,3,5,1,34,5,4,1,13587.0,2374,11213.0,0.789,4995,88,0.6920000000000001,0.175,1,1,1
57,1,1,3,1,5,1,45,1,6,1,15030.0,1395,13635.0,0.625,7603,81,0.588,0.093,1,1,1
52,0,1,3,1,2,1,36,3,3,3,2340.0,1101,1239.0,0.7659999999999999,4501,68,0.7,0.471,1,1,1
53,1,2,1,2,5,1,48,2,1,2,15594.0,1590,14004.0,0.679,13016,118,0.616,0.102,1,1,1
47,1,4,1,0,5,1,42,1,4,1,7953.0,0,7953.0,1.031,8670,74,0.574,0.0,0,1,0
32,1,1,4,2,5,1,36,5,3,4,34516.0,0,34516.0,0.845,2305,60,0.7140000000000001,0.0,1,1,1
53,0,5,5,1,3,1,41,2,1,3,9815.0,1699,8116.0,0.62,7962,89,0.561,0.173,1,1,1
32,0,2,1,3,2,1,20,1,3,2,9761.0,1470,8291.0,0.7959999999999999,14334,97,0.732,0.151,1,1,1
44,0,3,1,1,2,1,36,3,1,1,5644.0,2517,3127.0,0.86,2440,44,0.76,0.446,0,1,0
37,0,2,5,1,3,1,24,4,1,4,2573.0,1280,1293.0,0.718,4289,81,0.841,0.4970000000000001,1,1,1
37,0,2,1,3,2,1,18,3,3,1,2023.0,1587,436.0,0.647,4391,79,0.8370000000000001,0.784,1,1,1
52,1,3,6,2,4,1,33,5,3,2,3388.0,2517,871.0,0.919,15313,91,0.784,0.743,1,1,1
40,0,1,1,3,1,1,26,2,3,1,3369.0,756,2613.0,0.446,4501,96,0.7140000000000001,0.224,1,1,1
47,0,2,1,1,2,1,32,6,1,3,2493.0,831,1662.0,0.581,4274,68,0.581,0.333,1,1,1
55,0,2,5,3,3,1,36,5,3,3,2653.0,0,2653.0,0.969,5052,81,0.7609999999999999,0.0,1,1,1
41,0,3,1,1,2,1,29,4,2,3,1966.0,1452,514.0,0.621,4666,74,0.682,0.7390000000000001,1,1,1
45,1,5,3,3,5,1,25,1,3,3,25601.0,1384,24217.0,0.745,12896,100,0.852,0.054000000000000006,1,1,1
40,0,3,5,3,1,1,25,1,2,3,6888.0,1878,5010.0,1.0590000000000002,9038,64,0.8290000000000001,0.273,0,1,0
44,0,3,2,1,2,1,38,4,1,3,1438.3,0,1438.3,0.8009999999999999,4287,80,0.667,0.0,1,1,1
43,0,3,1,2,2,1,30,3,2,1,2905.0,2079,826.0,0.789,4444,84,0.909,0.716,1,1,1
42,1,4,7,1,4,1,31,2,2,2,3322.0,0,3322.0,0.758,13784,108,0.588,0.0,1,1,1
53,0,0,2,3,3,1,40,1,3,3,2772.0,2414,358.0,0.805,5313,68,1.194,0.871,1,1,1
44,1,4,1,3,4,1,32,4,1,1,10007.0,1586,8421.0,0.921,4309,77,0.711,0.158,1,1,1
39,0,2,1,1,1,1,28,6,2,2,1493.0,792,701.0,0.688,4131,80,0.7020000000000001,0.53,1,1,1
46,0,2,1,1,2,1,36,6,3,3,1731.0,0,1731.0,0.529,2304,46,1.0,0.0,0,0,0
40,0,5,5,0,2,1,36,2,2,3,4512.0,1172,3340.0,0.706,14414,98,0.815,0.26,1,1,1
43,0,4,1,1,2,1,36,5,3,2,1438.3,0,1438.3,0.705,4432,71,0.6509999999999999,0.0,1,1,1
40,1,3,6,1,6,1,26,1,2,1,34516.0,2088,32428.0,0.627,6453,89,0.589,0.06,1,1,1
55,1,2,3,3,5,1,47,3,1,4,5741.0,1894,3847.0,1.111,2170,51,0.962,0.33,1,1,1
47,1,4,5,3,4,2,39,4,2,4,33122.0,1587,31535.0,0.475,3145,63,0.75,0.048,1,1,1
49,0,2,2,1,2,1,36,6,2,2,2182.0,1722,460.0,0.937,5377,86,0.654,0.789,1,1,1
59,0,2,3,3,2,1,48,6,1,1,2338.0,1566,772.0,0.5329999999999999,3964,69,0.5,0.67,1,1,1
45,1,4,1,3,4,1,36,6,1,1,11498.0,1577,9921.0,0.7559999999999999,4014,70,0.489,0.13699999999999998,1,1,1
38,1,3,5,1,6,1,29,4,3,0,9703.0,941,8762.0,0.721,4190,81,1.025,0.097,1,1,1
27,0,0,1,1,2,1,16,6,1,3,1835.0,1647,188.0,0.513,1903,44,0.63,0.898,0,1,0
61,0,0,5,1,3,1,56,4,3,5,7118.0,813,6305.0,0.475,3964,66,0.65,0.114,1,1,1
41,1,3,3,3,5,1,33,2,1,1,13818.0,609,13209.0,0.787,13209,101,0.6559999999999999,0.044,1,1,1
57,1,4,5,3,5,1,46,3,2,3,19270.0,1662,17608.0,1.186,1565,28,1.545,0.086,1,1,1
38,0,3,4,3,2,1,31,3,1,3,5523.0,2517,3006.0,0.72,4170,80,0.7390000000000001,0.456,1,1,1
46,0,2,6,3,2,1,28,5,1,1,5014.0,1910,3104.0,0.863,1209,25,1.5,0.381,1,1,1
59,1,0,2,3,2,1,46,6,1,2,3939.0,2517,1422.0,0.376,1489,34,0.545,0.639,1,1,1
49,0,4,2,3,2,1,36,6,3,3,1438.3,0,1438.3,0.782,2170,41,0.464,0.0,1,0,1
51,0,2,3,3,2,1,37,3,2,1,2258.0,1250,1008.0,0.611,4368,75,0.596,0.5539999999999999,1,1,1
50,0,0,5,3,2,1,38,2,3,1,4935.0,1574,3361.0,1.01,8527,84,0.5,0.319,0,1,0
44,0,2,2,3,1,2,35,4,3,2,32643.0,0,32643.0,1.3,1058,24,2.4290000000000003,0.0,1,1,1
